run_id,params,metrics,score
2c66e79a,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.5671827451278884, ""sortino"": 0.969694658584773, ""calmar"": 3.5997163160377923, ""max_drawdown"": -0.039326257184822154, ""cagr"": 0.1371802199663273, ""profit_factor"": 2.1364240818900844, ""expectancy"": 21.50238644863647, ""win_rate"": 0.4799878745734361, ""num_trades"": 12.545454545454545}",3.681686075377388
e3c4f1df,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.5671827451278884, ""sortino"": 0.969694658584773, ""calmar"": 3.5997163160377923, ""max_drawdown"": -0.039326257184822154, ""cagr"": 0.1371802199663273, ""profit_factor"": 2.1364240818900844, ""expectancy"": 21.50238644863647, ""win_rate"": 0.4799878745734361, ""num_trades"": 12.545454545454545}",3.681686075377388
050a5b71,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.5671827451278884, ""sortino"": 0.969694658584773, ""calmar"": 3.5997163160377923, ""max_drawdown"": -0.039326257184822154, ""cagr"": 0.1371802199663273, ""profit_factor"": 2.1364240818900844, ""expectancy"": 21.50238644863647, ""win_rate"": 0.4799878745734361, ""num_trades"": 12.545454545454545}",3.681686075377388
43b270b0,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.5431630144064981, ""sortino"": 0.8635376032190465, ""calmar"": 2.8537168563032744, ""max_drawdown"": -0.04020419071566696, ""cagr"": 0.1384298197009786, ""profit_factor"": 1.7077853253824822, ""expectancy"": 16.374026387120576, ""win_rate"": 0.497158865776935, ""num_trades"": 12.181818181818182}",2.901378229455595
ad5a676a,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.5431630144064981, ""sortino"": 0.8635376032190465, ""calmar"": 2.8537168563032744, ""max_drawdown"": -0.04020419071566696, ""cagr"": 0.1384298197009786, ""profit_factor"": 1.7077853253824822, ""expectancy"": 16.374026387120576, ""win_rate"": 0.497158865776935, ""num_trades"": 12.181818181818182}",2.901378229455595
40b45fae,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.5431630144064981, ""sortino"": 0.8635376032190465, ""calmar"": 2.8537168563032744, ""max_drawdown"": -0.04020419071566696, ""cagr"": 0.1384298197009786, ""profit_factor"": 1.7077853253824822, ""expectancy"": 16.374026387120576, ""win_rate"": 0.497158865776935, ""num_trades"": 12.181818181818182}",2.901378229455595
a95a9418,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.4, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.5533379789837721, ""sortino"": 0.9666686123809941, ""calmar"": 3.6418796033072733, ""max_drawdown"": -0.039395243801933384, ""cagr"": 0.14122200573457863, ""profit_factor"": 2.2610085106476507, ""expectancy"": 22.091173269751057, ""win_rate"": 0.4900500916508515, ""num_trades"": 12.545454545454545}",3.769696597607282
f090d5f4,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.4, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.5533379789837721, ""sortino"": 0.9666686123809941, ""calmar"": 3.6418796033072733, ""max_drawdown"": -0.039395243801933384, ""cagr"": 0.14122200573457863, ""profit_factor"": 2.2610085106476507, ""expectancy"": 22.091173269751057, ""win_rate"": 0.4900500916508515, ""num_trades"": 12.545454545454545}",3.769696597607282
c3314c33,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.4, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.5533379789837721, ""sortino"": 0.9666686123809941, ""calmar"": 3.6418796033072733, ""max_drawdown"": -0.039395243801933384, ""cagr"": 0.14122200573457863, ""profit_factor"": 2.2610085106476507, ""expectancy"": 22.091173269751057, ""win_rate"": 0.4900500916508515, ""num_trades"": 12.545454545454545}",3.769696597607282
3fe0fd5f,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.4, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.5331196997489879, ""sortino"": 0.8883744356078457, ""calmar"": 2.773053281257805, ""max_drawdown"": -0.03815138926233939, ""cagr"": 0.13991992499975384, ""profit_factor"": 1.8256651334344267, ""expectancy"": 17.09087431821229, ""win_rate"": 0.5018763847482537, ""num_trades"": 12.318181818181818}",2.984204648598884
d4336c0d,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.4, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.5331196997489879, ""sortino"": 0.8883744356078457, ""calmar"": 2.773053281257805, ""max_drawdown"": -0.03815138926233939, ""cagr"": 0.13991992499975384, ""profit_factor"": 1.8256651334344267, ""expectancy"": 17.09087431821229, ""win_rate"": 0.5018763847482537, ""num_trades"": 12.318181818181818}",2.984204648598884
76afc399,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.4, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.5331196997489879, ""sortino"": 0.8883744356078457, ""calmar"": 2.773053281257805, ""max_drawdown"": -0.03815138926233939, ""cagr"": 0.13991992499975384, ""profit_factor"": 1.8256651334344267, ""expectancy"": 17.09087431821229, ""win_rate"": 0.5018763847482537, ""num_trades"": 12.318181818181818}",2.984204648598884
5d91f099,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.35, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.5999031751100723, ""sortino"": 1.0811358998968645, ""calmar"": 3.9719073045059488, ""max_drawdown"": -0.03613203958986578, ""cagr"": 0.14625286312815575, ""profit_factor"": 1.9953421880758464, ""expectancy"": 15.146030588142764, ""win_rate"": 0.49023287572576907, ""num_trades"": 12.227272727272727}",3.1283127260823695
ce47c57d,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.35, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.5999031751100723, ""sortino"": 1.0811358998968645, ""calmar"": 3.9719073045059488, ""max_drawdown"": -0.03613203958986578, ""cagr"": 0.14625286312815575, ""profit_factor"": 1.9953421880758464, ""expectancy"": 15.146030588142764, ""win_rate"": 0.49023287572576907, ""num_trades"": 12.227272727272727}",3.1283127260823695
735f636d,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.35, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.5999031751100723, ""sortino"": 1.0811358998968645, ""calmar"": 3.9719073045059488, ""max_drawdown"": -0.03613203958986578, ""cagr"": 0.14625286312815575, ""profit_factor"": 1.9953421880758464, ""expectancy"": 15.146030588142764, ""win_rate"": 0.49023287572576907, ""num_trades"": 12.227272727272727}",3.1283127260823695
0a7d19a2,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.35, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.613160416411063, ""sortino"": 1.1284347523472462, ""calmar"": 3.4275932723866123, ""max_drawdown"": -0.034055924794767024, ""cagr"": 0.13970824620126632, ""profit_factor"": 1.8663014398705753, ""expectancy"": 14.219064524539931, ""win_rate"": 0.5215884679788423, ""num_trades"": 12.227272727272727}",2.9160841870950085
24b48021,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.35, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.613160416411063, ""sortino"": 1.1284347523472462, ""calmar"": 3.4275932723866123, ""max_drawdown"": -0.034055924794767024, ""cagr"": 0.13970824620126632, ""profit_factor"": 1.8663014398705753, ""expectancy"": 14.219064524539931, ""win_rate"": 0.5215884679788423, ""num_trades"": 12.227272727272727}",2.9160841870950085
69c1fb0e,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.55, ""short_threshold"": 0.35, ""xgb_params"": {""max_depth"": 5, ""learning_rate"": 0.05}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.613160416411063, ""sortino"": 1.1284347523472462, ""calmar"": 3.4275932723866123, ""max_drawdown"": -0.034055924794767024, ""cagr"": 0.13970824620126632, ""profit_factor"": 1.8663014398705753, ""expectancy"": 14.219064524539931, ""win_rate"": 0.5215884679788423, ""num_trades"": 12.227272727272727}",2.9160841870950085
774e3de2,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.6, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""volatility"": true}}","{""sharpe"": 0.6193986148686138, ""sortino"": 1.2239903458725971, ""calmar"": 4.336080127229037, ""max_drawdown"": -0.036060632956791724, ""cagr"": 0.1436879451945741, ""profit_factor"": 2.1767530863500966, ""expectancy"": 20.759649148493324, ""win_rate"": 0.47241023861837267, ""num_trades"": 11.863636363636363}",3.839378797750462
858708b0,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.6, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""trend"": true, ""mean_reversion"": true}}","{""sharpe"": 0.6193986148686138, ""sortino"": 1.2239903458725971, ""calmar"": 4.336080127229037, ""max_drawdown"": -0.036060632956791724, ""cagr"": 0.1436879451945741, ""profit_factor"": 2.1767530863500966, ""expectancy"": 20.759649148493324, ""win_rate"": 0.47241023861837267, ""num_trades"": 11.863636363636363}",3.839378797750462
91d43b71,"{""n_components"": 2, ""covariance_type"": ""diag"", ""long_threshold"": 0.6, ""short_threshold"": 0.45, ""xgb_params"": {""max_depth"": 3, ""learning_rate"": 0.1}, ""feature_config"": {""returns"": true, ""momentum"": true, ""trend"": true}}","{""sharpe"": 0.6193986148686138, ""sortino"": 1.2239903458725971, ""calmar"": 4.336080127229037, ""max_drawdown"": -0.036060632956791724, ""cagr"": 0.1436879451945741, ""profit_factor"": 2.1767530863500966, ""expectancy"": 20.759649148493324, ""win_rate"": 0.47241023861837267, ""num_trades"": 11.863636363636363}",3.839378797750462
